"İSTANBUL DHA Anadolu 40. Asliye Ceza Mahkemesi’nde görülen davanın 2. duruşmada tutuksuz sanık Abdullah Çakıroğlu ve mağdur Ayşegül Terzi’yi avukatları temsil etti. Sanığın tutuklanma talebini reddeden mahkeme Çakıroğlu’nun akıl hastası olup olmadığının tespit edilmesi için 3 haftayı geçmemek üzere gözlem altına alınmasına karar verdi. Duruşma 18 Ocak 2017’ye ertelendi. Etiketler: Anadolu , çekmeköy",0
"Belek kampındaki basın toplantısında ""Gelenler olacağı gibi aramızdan ayrılanlar da olacak"" diyen Denizli kafasında 3-4 ismin biletini kesti. Sivasspor maçında 18 kişilik kadroya alınmayan Jem Karacan ve Jose Rodriguez kurt hocanın ikinci yarı planlarında yok. Sabri'den memnun olan Denizli, Linnes transferi sonrası sağ bekte 3. alternatif konumuna düşen Tarık ve Koray'ı da yollayacak. (Sabah) Sürpriz gelişme! Salih... Podolski gideceği takımı açıkladı",0
"Porto teknik direktörü Vitor Manuel de Oliveira, Portekiz basınına Quaresma hakkında yorum yapmaktan kaçındı. Teknik direktör Oliveira, son günlerde Quaresma'nın adının Porto ile anıldığı hatırlatılması üzerine şunları söyledi: ""Şu anda iyi futbolcuların oluşturduğu başarılı bir takımım var. Umarım devre arası transfer döneminde aramızdan ayrılan olmaz. Quaresma konusunda ise bir yorum yapmak istemiyorum. Çünkü Quaresma bizim futbolcumuz değil ve O'nun hakkında yorum yapmam saygısızlık olur.""",0
"Şenol Güneş’in yönetimin tören düzenleme isteğini geri çevirmesiyle yayınlanan ‘Emeğinize teşekkürler’ mesajında şu ifadelere yer verildi: ""KULÜBÜMÜZE büyük emekleri geçen Güneş ve ekibinin aramızdan ayrılması herkesi olduğu gibi bizleri de fazlasıyla üzmüştür. Güneş ve çalışma arkadaşlarına bundan sonraki yaşamlarında sağlık, başarı ve mutluluklar diliyoruz.""",0
"Aybaşında Ali Sirmen, Cumhuriyet’te tatil izninin okurdan istendiğini yazmıştı. Bu geleneğe saygı duymakla birlikte, ben yazmamak için değil, yazmak için izin istiyorum. Saçma gibi görünüyor, ama bir süredir üzerinde çalıştığım yazı dizisini bayram sonrasına yetiştirmem gerekiyor. Aslında bayramda çalıştığımı bayram sonrası kanıtlamak kaydıyla ve dinlenme için izin hakkımı seçim sonrası kullanmak şartıyla şimdilik bir hafta izin rica ediyorum. Hepinize şimdiden iyi bayramlar.",0
Aybaşında maaşımı aldığım zaman  ev gereksinimlerimiz için gerekli parayı eşime verirdim .,0
Aybaşından aybaşına bir şişe rakı alıyorum .,0
"""Yasanın Gelir  Vergisi Kanununda değişiklik yapan maddeleri , yayımını izleyen aybaşında , Kamu İhale  Kanunu'na ilişkin düzenlemeler 1 Ocak 2003 tarihinde yürürlüğe girecek .""",0
Aybaşı geldiğinde maaşların nasıl ödendiğini göreceksiniz sözleriyle  yanıtladı .,0
Bu durumun ortaya çıktığı tarihi takip eden aybaşından  itibaren ödemeye son verilir .,0
