"Takvim'de yer alan habere göre Akkaya, kızı Ayşe'nin jimnastik dersinde çekilen fotoğrafını önceki gün İnstagram'da n takipçileriyle paylaştı. Minik kızın fotoğrafının altına yapılan çirkin bir yorum eski mankeni çileden çıkardı. ""Bu leş, akıl hastası pis sapık, çocuk fotoğrafları altına iğrenç yazılar yazmakta! Bu sapığı elbirliği ile şikâyet edelim ve anasından doğduğuna pişman edelim!"" diyen Akkaya, takipçisini mahkemeye vereceğini söyledi..",1
"Kanada’da akıl hastası adam önüne geleni bıçakladı.Kanada’nın Toronto şehrinde dehşet veren bir olay yaşandı. Kaldırımda korkutucu bir şekilde yürüyen akıl hastası şahıs, önce bir adamı, ardından da kadını bıçakladı. Yaralanan kişiler hemen hastaneye kaldırılırken, saldırgan ise kısa süre içinde yakalandı. Etiketler: Kanada",1
"Yakalandığı amansız hastalıktan kurtulamayarak vefat eden Türk basının önde gelen isimlerinden İsmet Tongo, Levent Camii'nde kılınan öğle namazının ardından Zincirlikuyu Mezarlığı'nda toprağıa verildi. Tongo'nun cenazesine, Türkiye Futbol Direktörü Fatih Terim, Türkiye Futbol Federasyonu'nun eski Başkanı Haluk Ulusoy, teknik direktör Mustafa Denizli, Bülent Ünder, Müfit Erkasap, ailesi, yakınları ve çok sayıda spor gazeteci dostu katıldı.",1
"İbrahim Hacıosmanoğlu döneminde yönetime giren Çakıroğlu’nun cenazesi bugün ikindi vaktinde İstanbul Pendik Merkez Camii’nde kılınacak cenaze namazı sonrasında son yolculuğuna uğurlanacak. Bordo-mavili kulübün mesajında, ""Uzun süredir amansız hastalıkla mücadele eden Çakıroğlu, maalesef hayata tutunamadı. Merhuma Allah’tan rahmet, kederli ailesine sabır diliyoruz. Camiamızın başı sağ olsun"" denildi.",1
TSYD İstanbul Şube Başkanı ve Cumhuriyet Gazetesi Spor Müdürü Arif Kızılyalın'ın annesi Nagihan Kızılyalın aramızdan ayrıldı. Nagihan Kızılyalın son yolculuğuna 22 Mart Pazar günü öğle namazına müteakip Şişli Camii'nden uğurlanacak. Kızılyalın'ın cenazesi Bebek'teki Aşiyan Mezarlığı'nda toprağa verilecek. Cumhuriyet.com.tr olarak Sayın Arif Kızılyalın ve ailesine başsağlığı diliyoruz.,1
"Sarı-kırmızılı kulübün internet sitesinde yer alan mesajda, ""Teknik direktörlük yaptığı 1984-1988 yılları arasında Galatasaray'a unutulmaz başarılar yaşatan, aynı zamanda Türk futbolunun gelişimi için büyük katkılar sağlayan Jupp Derwall'i aramızdan ayrılışının 7. yılında özlem ve saygıyla anıyoruz"" denildi. Derwall, 1986-1987 futbol sezonunda 14 yıl aradan sonra ligde şampiyonluğa ulaşan sarı-kırmızılı takımın teknik direktörüydü.",1
"Onur Aydın’ın ‘Yağmur-Kıyamet Çiçeği’ kitabından aynı isimle beyazperdeye aktarılan ve amansız hastalığı nedeniyle 33 yaşındayken aramızdan ayrılan, Kazım Koyuncu’nun hayatının bir bölümünün anlatıldığı ‘Yağmur-Kıyamet Çiçeği’ filmi sanatçının 43’üncü doğum günü olan 7 Kasım’da vizyona girecek. Filmin oyuncu kadrosunda Engin Hepileri, Altan Erkekli, Devrim Saltoğlu, ve Sevtap Erkan Köstengil yer alıyor.",1
"Birleşmiş Ressamlar ve Heykeltraşlar Derneği Yönetim Kurulu Başkanı Önder Aydın, yaptığı yazılı açıklamada, Türkan Saylan'ı  Cumhuriyet'in yetiştirdiği çok değerli bilim kadını, ödünsüz Atatürkçü ve çağdaş yaşamın yılmaz savaşçısı olarak niteledi ve ""Büyük bir boşluk bırakarak aramızdan ayrılan hocamızın idealleri aynı kararlılıkla yaşatılacaktır. Aydınlıktan, uygarlıktan ve insanlıktan yana olan tüm halkımızın başı sağolsun.Anısı ve mücadelesi önünde saygıyla eğiliyoruz"" dedi.",1
"Müdavimleri arasında gazeteci, edebiyatçı, oyuncu ve her türden sanatçının yer aldığı efsane meyhane yaza büyük bir atılım yaparak giriyor. Üç yıl önce aramızdan ayrılan Yakup Arslan’dan görevi devralan Yıldıray ve Ufuk Arslan’ın, Mystaff İnsan Kaynakları işbirliğiyle hayata geçirdiği Yakup 2 Bosphorus, klasikleşmiş lezzetlerini yenilenen mutfaklarıyla bir üst seviyeye taşıyarak misafirlerine hizmet vermeyi amaçlıyor. Etiketler: Beyoğlu , İstanbul",1
"Geride bırakmaya hazırlandığımız 2013 yılı genelinde sanat , spor , siyaset, medya ve bilim dünyasından pek çok ünlü isim aramızdan ayrıldı. Arabesk müziğin 'Baba'sı ünlü sanatçı Müslüm Gürses, Usta gazeteci Mehmet Ali Birand ve daha çok sayıda sevilen isim...",1
"KÜLTÜR SANAT SERVİSİ 87 yaşında solunum yetmezliği nedeniyle aramızdan ayrılmasıyla sevenlerini ve okuyucularını yasa boğan Koraman, uzun yıllar Milliyet gazetesinde çizdi. Koraman, ağır konuları ele aldığı siyasi karikatürlerinde umutsuzluk değil neşeye yer vermesi ve teknik hakimiyetiyle kuşağının önde gelen çizerleri arasında özel bir yere sahipti. Etiketler: bugün , Bodrum",1
"KÜLTÜR SANAT SERVİSİ Ulusoy, yazarın Basınköy’deki evinin müzeye dönüştürülmesi halinde destek vermeye hazır olduklarını belirtti. Ulusoy yaptığı açıklamada ""Yaşar Kemal, aramızdan ayrılalı bir yıl oldu. Bir yıl boyunca uzun yıllarını geçirdiği Basınköy’deki evinin müzeye dönüştürülmesi hepimizin görevi olmalıdır"" diye belirtti. Etiketler: TÜRSAB , Başaran Ulusoy",1
-  Uykusuzluğu durdurur - Soğuk algınlığına iyi gelir - Aybaşı ağrılarını geçirir -  Mide bulantısını durdurur - Midedeki aşırı gazı alır Sağlık için : Yaprağı  kaynatılarak demlenir ve çayı yapılır .,1
"""Kadınların aybaşı dönemlerini düzenler , adet sancılarını geçirir , vajinal bir  çok hastalığı iyileştirir ve menopoz dönemini kolaylaştırır .""",1
"""Rahim kanseri , rahim içindeki  her ay aybaşı kanaması ile dökülen kısımdan kaynaklanan bir kanserdir .""",1
Aybaşı kanamalarının düzenli olmasını sağlar  .,1
"""Ancak , aybaşı kanamaları ve hamilelik döneminde kullanılmaz .""",1
Aybaşı kanamalarının kolay olmasını sağlar .,1
Aybaşı halinin ağrısız ve muntazam olmasını sağlar .,1
Aybaşı sancılarını keser .,1
Fazla aybaşı kanamasını önler .,1
"""Kadınlar üremeleri devam etmese de devam eden  aybaşı kanamalarından , sıcak basmanın olmamasından memnundular .""",1
